Driver,Compound,TyreLife,FuelLoad,LapDelta,Tire_Fuel_Interaction
MAG,HARD,6.0,47.6,0.7630000000000052,0.12345679012345678
MAG,HARD,7.0,46.0,0.6890000000000072,0.14893617021276595
MAG,HARD,8.0,44.39999999999999,2.1069999999999993,0.17621145374449343
MAG,HARD,9.0,42.8,0.8320000000000078,0.20547945205479454
MAG,HARD,10.0,41.2,0.9710000000000036,0.23696682464454974
MAG,HARD,11.0,39.6,0.0,0.270935960591133
MAG,HARD,12.0,38.0,0.5550000000000068,0.3076923076923077
MAG,HARD,13.0,36.39999999999999,0.3810000000000002,0.3475935828877006
MAG,HARD,14.0,34.8,0.45600000000000307,0.3910614525139665
MAG,HARD,15.0,33.19999999999999,0.5880000000000081,0.4385964912280703
MAG,HARD,16.0,31.599999999999994,0.30400000000000205,0.49079754601227005
MAG,HARD,17.0,30.0,0.5840000000000032,0.5483870967741935
MAG,HARD,18.0,28.39999999999999,0.33800000000000807,0.6122448979591838
MAG,HARD,19.0,26.8,0.5490000000000066,0.6834532374100719
MAG,HARD,20.0,25.19999999999999,0.5810000000000031,0.7633587786259546
MAG,HARD,21.0,23.599999999999994,4.173000000000002,0.8536585365853661
MAG,HARD,22.0,22.0,3.8689999999999998,0.9565217391304348
MAG,HARD,23.0,20.39999999999999,2.1159999999999997,1.0747663551401874
TSU,MEDIUM,2.0,106.8,2.673000000000002,0.01855287569573284
TSU,MEDIUM,3.0,105.2,2.0690000000000026,0.02824858757062147
TSU,MEDIUM,4.0,103.6,2.299999999999997,0.03824091778202677
TSU,MEDIUM,5.0,102.0,2.176000000000002,0.04854368932038835
TSU,MEDIUM,6.0,100.4,2.310999999999993,0.05917159763313609
TSU,MEDIUM,7.0,98.8,1.730000000000004,0.07014028056112225
TSU,MEDIUM,8.0,97.2,2.247,0.0814663951120163
TSU,HARD,2.0,92.4,1.7639999999999958,0.021413276231263382
TSU,HARD,3.0,90.8,1.6650000000000063,0.032679738562091505
TSU,HARD,4.0,89.2,1.8979999999999961,0.044345898004434586
TSU,HARD,5.0,87.6,1.688999999999993,0.05643340857787811
TSU,HARD,6.0,86.0,2.201999999999998,0.06896551724137931
TSU,HARD,7.0,84.4,2.117999999999995,0.08196721311475409
TSU,HARD,9.0,81.2,3.7579999999999956,0.1094890510948905
TSU,HARD,10.0,79.6,1.8599999999999994,0.12406947890818859
TSU,HARD,11.0,78.0,1.9140000000000015,0.13924050632911392
TSU,HARD,12.0,76.4,1.8340000000000032,0.15503875968992248
TSU,HARD,13.0,74.8,1.5390000000000015,0.17150395778364116
TSU,HARD,14.0,73.19999999999999,1.8190000000000026,0.1886792452830189
TSU,HARD,15.0,71.6,1.891999999999996,0.2066115702479339
TSU,HARD,16.0,70.0,1.8670000000000044,0.22535211267605634
TSU,HARD,17.0,68.4,2.1680000000000064,0.24495677233429392
TSU,HARD,18.0,66.8,2.1140000000000043,0.26548672566371684
TSU,HARD,19.0,65.19999999999999,1.9410000000000025,0.2870090634441088
TSU,HARD,20.0,63.6,2.3640000000000043,0.30959752321981426
TSU,HARD,21.0,62.0,2.2480000000000047,0.3333333333333333
TSU,HARD,22.0,60.4,2.233000000000004,0.3583061889250814
TSU,HARD,23.0,58.8,2.2560000000000002,0.38461538461538464
TSU,HARD,24.0,57.2,2.0919999999999987,0.41237113402061853
TSU,HARD,25.0,55.6,2.188999999999993,0.4416961130742049
TSU,HARD,26.0,54.0,2.155000000000001,0.4727272727272727
TSU,HARD,2.0,49.2,0.7900000000000063,0.0398406374501992
TSU,HARD,3.0,47.6,1.1129999999999995,0.06172839506172839
TSU,HARD,4.0,46.0,2.084000000000003,0.0851063829787234
TSU,HARD,5.0,44.39999999999999,0.6299999999999955,0.1101321585903084
TSU,HARD,6.0,42.8,0.6500000000000057,0.13698630136986303
TSU,HARD,7.0,41.2,0.7939999999999969,0.16587677725118483
TSU,HARD,8.0,39.6,0.6899999999999977,0.19704433497536944
TSU,HARD,9.0,38.0,0.5619999999999976,0.23076923076923078
TSU,HARD,10.0,36.39999999999999,0.0,0.2673796791443851
TSU,HARD,11.0,34.8,0.12000000000000455,0.30726256983240224
TSU,HARD,12.0,33.19999999999999,0.04000000000000625,0.35087719298245623
TSU,HARD,13.0,31.599999999999994,0.16899999999999693,0.3987730061349694
TSU,HARD,14.0,30.0,0.15099999999999625,0.45161290322580644
TSU,HARD,15.0,28.39999999999999,0.4339999999999975,0.5102040816326532
TSU,HARD,16.0,26.8,0.5130000000000052,0.5755395683453237
TSU,HARD,17.0,25.19999999999999,0.41899999999999693,0.6488549618320614
TSU,HARD,18.0,23.599999999999994,0.5819999999999936,0.7317073170731709
TSU,HARD,19.0,22.0,0.5430000000000064,0.8260869565217391
TSU,HARD,20.0,20.39999999999999,0.6779999999999973,0.9345794392523368
ALB,MEDIUM,2.0,106.8,2.9180000000000064,0.01855287569573284
ALB,MEDIUM,3.0,105.2,1.9879999999999995,0.02824858757062147
ALB,MEDIUM,4.0,103.6,1.8200000000000074,0.03824091778202677
ALB,MEDIUM,5.0,102.0,2.298000000000002,0.04854368932038835
ALB,HARD,2.0,97.2,2.102000000000004,0.020366598778004074
ALB,HARD,3.0,95.6,2.027000000000001,0.031055900621118016
ALB,HARD,4.0,94.0,2.234000000000009,0.042105263157894736
ALB,HARD,5.0,92.4,1.63600000000001,0.05353319057815845
ALB,HARD,6.0,90.8,1.149000000000001,0.06535947712418301
ALB,HARD,7.0,89.2,1.565000000000012,0.07760532150776053
ALB,HARD,8.0,87.6,1.3599999999999994,0.09029345372460497
ALB,HARD,9.0,86.0,1.409000000000006,0.10344827586206896
ALB,HARD,10.0,84.4,1.3449999999999989,0.11709601873536299
ALB,HARD,12.0,81.2,2.725999999999999,0.145985401459854
ALB,HARD,13.0,79.6,1.4040000000000106,0.16129032258064518
ALB,HARD,14.0,78.0,0.9890000000000043,0.17721518987341772
ALB,HARD,15.0,76.4,1.4480000000000075,0.19379844961240308
ALB,HARD,16.0,74.8,1.683000000000007,0.21108179419525067
ALB,HARD,17.0,73.19999999999999,1.5799999999999983,0.22911051212938008
ALB,HARD,18.0,71.6,1.8950000000000102,0.24793388429752067
ALB,HARD,19.0,70.0,2.0530000000000115,0.2676056338028169
ALB,HARD,20.0,68.4,1.9070000000000107,0.2881844380403458
ALB,HARD,2.0,63.6,1.1740000000000066,0.030959752321981428
ALB,HARD,3.0,62.0,1.2800000000000011,0.047619047619047616
ALB,HARD,4.0,60.4,1.331000000000003,0.06514657980456026
ALB,HARD,5.0,58.8,1.2830000000000013,0.08361204013377926
ALB,HARD,6.0,57.2,1.5700000000000074,0.10309278350515463
ALB,HARD,7.0,55.6,1.443000000000012,0.12367491166077738
ALB,HARD,8.0,54.0,1.5170000000000101,0.14545454545454545
ALB,HARD,9.0,52.4,2.868000000000009,0.16853932584269662
ALB,HARD,10.0,50.8,1.3000000000000114,0.19305019305019305
ALB,HARD,11.0,49.2,0.5360000000000014,0.21912350597609562
ALB,HARD,12.0,47.6,0.3930000000000007,0.24691358024691357
ALB,HARD,13.0,46.0,0.12199999999999989,0.2765957446808511
ALB,HARD,14.0,44.39999999999999,1.956000000000003,0.3083700440528635
ALB,HARD,15.0,42.8,0.11200000000000898,0.34246575342465757
ALB,HARD,16.0,41.2,0.6740000000000066,0.3791469194312796
ALB,HARD,17.0,39.6,0.8810000000000002,0.4187192118226601
ALB,HARD,18.0,38.0,0.2890000000000015,0.46153846153846156
ALB,HARD,19.0,36.39999999999999,0.0,0.5080213903743317
ALB,HARD,20.0,34.8,0.22700000000000387,0.558659217877095
ALB,HARD,21.0,33.19999999999999,0.3090000000000117,0.6140350877192985
ALB,HARD,22.0,31.599999999999994,0.30000000000001137,0.6748466257668713
ALB,HARD,23.0,30.0,0.6009999999999991,0.7419354838709677
ALB,HARD,24.0,28.39999999999999,0.7010000000000076,0.8163265306122451
ALB,HARD,25.0,26.8,0.5660000000000025,0.8992805755395683
ALB,HARD,26.0,25.19999999999999,0.7810000000000059,0.9923664122137409
ALB,HARD,27.0,23.599999999999994,2.5130000000000052,1.0975609756097564
ALB,HARD,28.0,22.0,0.6940000000000026,1.2173913043478262
ALB,HARD,29.0,20.39999999999999,2.5720000000000027,1.3551401869158883
ZHO,SOFT,2.0,106.8,3.0520000000000067,0.01855287569573284
ZHO,SOFT,3.0,105.2,2.585000000000008,0.02824858757062147
ZHO,SOFT,4.0,103.6,2.620999999999995,0.03824091778202677
ZHO,SOFT,5.0,102.0,2.834000000000003,0.04854368932038835
ZHO,HARD,3.0,97.2,3.075000000000003,0.03054989816700611
ZHO,HARD,4.0,95.6,2.296999999999997,0.041407867494824016
ZHO,HARD,5.0,94.0,2.3329999999999984,0.05263157894736842
ZHO,HARD,6.0,92.4,2.1200000000000045,0.06423982869379015
ZHO,HARD,7.0,90.8,1.8500000000000085,0.07625272331154684
ZHO,HARD,8.0,89.2,2.1440000000000055,0.08869179600886917
ZHO,HARD,9.0,87.6,1.9750000000000085,0.10158013544018059
ZHO,HARD,10.0,86.0,2.0019999999999953,0.11494252873563218
ZHO,HARD,11.0,84.4,2.0120000000000005,0.1288056206088993
ZHO,HARD,13.0,81.2,3.6310000000000002,0.15815085158150852
ZHO,HARD,14.0,79.6,2.210000000000008,0.17369727047146402
ZHO,HARD,15.0,78.0,1.7420000000000044,0.189873417721519
ZHO,HARD,16.0,76.4,2.146000000000001,0.20671834625322996
ZHO,HARD,17.0,74.8,2.103999999999999,0.22427440633245382
ZHO,HARD,18.0,73.19999999999999,1.9369999999999976,0.24258760107816715
ZHO,HARD,19.0,71.6,1.8689999999999998,0.2617079889807163
ZHO,HARD,20.0,70.0,1.7040000000000077,0.28169014084507044
ZHO,HARD,21.0,68.4,1.7349999999999994,0.3025936599423631
ZHO,HARD,22.0,66.8,1.769999999999996,0.32448377581120946
ZHO,HARD,23.0,65.19999999999999,1.695999999999998,0.34743202416918434
ZHO,HARD,24.0,63.6,1.2750000000000057,0.3715170278637771
ZHO,HARD,25.0,62.0,1.6620000000000061,0.3968253968253968
ZHO,HARD,26.0,60.4,1.4989999999999952,0.4234527687296417
ZHO,HARD,27.0,58.8,1.8430000000000035,0.45150501672240806
ZHO,HARD,28.0,57.2,1.918999999999997,0.4810996563573883
ZHO,HARD,29.0,55.6,1.7409999999999997,0.5123674911660777
ZHO,HARD,2.0,50.8,1.2710000000000008,0.03861003861003861
ZHO,HARD,3.0,49.2,1.1030000000000086,0.0597609561752988
ZHO,HARD,4.0,47.6,0.6809999999999974,0.0823045267489712
ZHO,HARD,5.0,46.0,0.5810000000000031,0.10638297872340426
ZHO,HARD,6.0,44.39999999999999,2.671999999999997,0.13215859030837007
ZHO,HARD,7.0,42.8,0.867999999999995,0.15981735159817353
ZHO,HARD,8.0,41.2,2.5,0.1895734597156398
ZHO,HARD,9.0,39.6,0.8200000000000074,0.22167487684729062
ZHO,HARD,10.0,38.0,0.2819999999999965,0.2564102564102564
ZHO,HARD,11.0,36.39999999999999,0.3359999999999985,0.2941176470588236
ZHO,HARD,12.0,34.8,0.44899999999999807,0.335195530726257
ZHO,HARD,13.0,33.19999999999999,1.808000000000007,0.38011695906432763
ZHO,HARD,14.0,31.599999999999994,0.0,0.42944785276073627
ZHO,HARD,15.0,30.0,0.5040000000000049,0.4838709677419355
ZHO,HARD,16.0,28.39999999999999,0.5030000000000001,0.5442176870748301
ZHO,HARD,17.0,26.8,0.7330000000000041,0.6115107913669064
ZHO,HARD,18.0,25.19999999999999,0.8569999999999993,0.687022900763359
ZHO,HARD,19.0,23.599999999999994,0.7399999999999949,0.772357723577236
ZHO,HARD,20.0,22.0,0.47100000000000364,0.8695652173913043
HUL,HARD,2.0,106.8,3.5619999999999976,0.01855287569573284
HUL,HARD,3.0,105.2,2.4309999999999974,0.02824858757062147
HUL,HARD,4.0,103.6,2.5859999999999985,0.03824091778202677
HUL,HARD,5.0,102.0,3.3200000000000074,0.04854368932038835
HUL,HARD,6.0,100.4,2.602000000000004,0.05917159763313609
HUL,HARD,7.0,98.8,2.722999999999999,0.07014028056112225
HUL,HARD,8.0,97.2,2.692999999999998,0.0814663951120163
HUL,HARD,9.0,95.6,2.7109999999999985,0.09316770186335405
HUL,HARD,10.0,94.0,2.632000000000005,0.10526315789473684
HUL,HARD,11.0,92.4,3.924999999999997,0.1177730192719486
HUL,HARD,12.0,90.8,3.679000000000002,0.13071895424836602
HUL,HARD,13.0,89.2,2.808000000000007,0.1441241685144124
HUL,HARD,14.0,87.6,2.8200000000000074,0.1580135440180587
HUL,HARD,15.0,86.0,3.13600000000001,0.1724137931034483
HUL,HARD,16.0,84.4,2.8800000000000097,0.18735362997658078
HUL,MEDIUM,2.0,79.6,1.1020000000000039,0.02481389578163772
HUL,MEDIUM,3.0,78.0,1.26100000000001,0.0379746835443038
HUL,MEDIUM,4.0,76.4,1.3340000000000032,0.05167958656330749
HUL,MEDIUM,5.0,74.8,1.293999999999997,0.06596306068601583
HUL,MEDIUM,6.0,73.19999999999999,1.007000000000005,0.08086253369272238
HUL,MEDIUM,7.0,71.6,1.3830000000000098,0.09641873278236915
HUL,MEDIUM,8.0,70.0,1.8290000000000077,0.11267605633802817
HUL,MEDIUM,9.0,68.4,2.548000000000002,0.12968299711815562
HUL,MEDIUM,10.0,66.8,2.240000000000009,0.14749262536873156
HUL,MEDIUM,11.0,65.19999999999999,2.192999999999998,0.16616314199395774
HUL,MEDIUM,12.0,63.6,2.0220000000000056,0.18575851393188855
HUL,MEDIUM,13.0,62.0,2.1540000000000106,0.20634920634920634
HUL,MEDIUM,14.0,60.4,1.9939999999999998,0.22801302931596093
HUL,MEDIUM,15.0,58.8,1.7469999999999999,0.2508361204013378
HUL,MEDIUM,16.0,57.2,1.7650000000000006,0.274914089347079
HUL,MEDIUM,17.0,55.6,1.9980000000000047,0.30035335689045933
HUL,HARD,2.0,50.8,0.48499999999999943,0.03861003861003861
HUL,HARD,3.0,49.2,0.8800000000000097,0.0597609561752988
HUL,HARD,4.0,47.6,0.7510000000000048,0.0823045267489712
HUL,HARD,5.0,46.0,1.6779999999999973,0.10638297872340426
HUL,HARD,6.0,44.39999999999999,0.8710000000000093,0.13215859030837007
HUL,HARD,7.0,42.8,1.0280000000000058,0.15981735159817353
HUL,HARD,8.0,41.2,0.76400000000001,0.1895734597156398
HUL,HARD,9.0,39.6,0.585000000000008,0.22167487684729062
HUL,HARD,10.0,38.0,0.38700000000000045,0.2564102564102564
HUL,HARD,11.0,36.39999999999999,0.0,0.2941176470588236
HUL,HARD,12.0,34.8,0.48400000000000887,0.335195530726257
HUL,HARD,13.0,33.19999999999999,0.45700000000000784,0.38011695906432763
HUL,HARD,14.0,31.599999999999994,0.5829999999999984,0.42944785276073627
HUL,HARD,15.0,30.0,0.9570000000000078,0.4838709677419355
HUL,HARD,16.0,28.39999999999999,0.585000000000008,0.5442176870748301
HUL,HARD,17.0,26.8,0.6360000000000099,0.6115107913669064
HUL,HARD,18.0,25.19999999999999,0.6129999999999995,0.687022900763359
HUL,HARD,19.0,23.599999999999994,0.8760000000000048,0.772357723577236
HUL,HARD,20.0,22.0,1.5520000000000067,0.8695652173913043
HUL,HARD,21.0,20.39999999999999,1.1290000000000049,0.9813084112149537
RIC,SOFT,2.0,106.8,3.586999999999989,0.01855287569573284
RIC,SOFT,3.0,105.2,2.600999999999999,0.02824858757062147
RIC,SOFT,4.0,103.6,2.8559999999999945,0.03824091778202677
RIC,HARD,2.0,98.8,2.801000000000002,0.02004008016032064
RIC,HARD,3.0,97.2,2.3689999999999998,0.03054989816700611
RIC,HARD,4.0,95.6,2.2519999999999953,0.041407867494824016
RIC,HARD,5.0,94.0,2.0060000000000002,0.05263157894736842
RIC,HARD,6.0,92.4,1.843999999999994,0.06423982869379015
RIC,HARD,7.0,90.8,1.8190000000000026,0.07625272331154684
RIC,HARD,8.0,89.2,1.664999999999992,0.08869179600886917
RIC,HARD,9.0,87.6,1.637999999999991,0.10158013544018059
RIC,HARD,10.0,86.0,1.590999999999994,0.11494252873563218
RIC,HARD,11.0,84.4,1.9039999999999964,0.1288056206088993
RIC,HARD,13.0,81.2,3.878,0.15815085158150852
RIC,HARD,14.0,79.6,1.7849999999999966,0.17369727047146402
RIC,HARD,15.0,78.0,1.887999999999991,0.189873417721519
RIC,HARD,16.0,76.4,1.9479999999999933,0.20671834625322996
RIC,HARD,17.0,74.8,1.8659999999999997,0.22427440633245382
RIC,HARD,18.0,73.19999999999999,1.7729999999999961,0.24258760107816715
RIC,HARD,19.0,71.6,2.0529999999999973,0.2617079889807163
RIC,HARD,20.0,70.0,2.3079999999999927,0.28169014084507044
RIC,HARD,21.0,68.4,2.117999999999995,0.3025936599423631
RIC,HARD,22.0,66.8,2.646000000000001,0.32448377581120946
RIC,HARD,23.0,65.19999999999999,2.6239999999999952,0.34743202416918434
RIC,HARD,2.0,60.4,1.698999999999998,0.03257328990228013
RIC,HARD,3.0,58.8,1.4989999999999952,0.05016722408026756
RIC,HARD,4.0,57.2,1.2039999999999935,0.06872852233676975
RIC,HARD,5.0,55.6,1.4699999999999989,0.08833922261484099
RIC,HARD,6.0,54.0,2.2509999999999906,0.10909090909090909
RIC,HARD,7.0,52.4,3.891999999999996,0.1310861423220974
RIC,HARD,8.0,50.8,1.198999999999998,0.15444015444015444
RIC,HARD,9.0,49.2,1.1409999999999911,0.1792828685258964
RIC,HARD,10.0,47.6,0.9329999999999927,0.205761316872428
RIC,HARD,11.0,46.0,0.14799999999999613,0.23404255319148937
RIC,HARD,12.0,44.39999999999999,0.3689999999999998,0.26431718061674014
RIC,HARD,13.0,42.8,0.6490000000000009,0.29680365296803657
RIC,HARD,14.0,41.2,0.4089999999999918,0.33175355450236965
RIC,HARD,15.0,39.6,0.07399999999999807,0.3694581280788177
RIC,HARD,16.0,38.0,0.09099999999999397,0.41025641025641024
RIC,HARD,17.0,36.39999999999999,0.0,0.45454545454545464
RIC,HARD,18.0,34.8,0.06099999999999284,0.5027932960893855
RIC,HARD,19.0,33.19999999999999,0.2530000000000001,0.5555555555555557
RIC,HARD,20.0,31.599999999999994,0.3669999999999902,0.6134969325153375
RIC,HARD,21.0,30.0,0.5429999999999922,0.6774193548387096
RIC,HARD,22.0,28.39999999999999,0.5300000000000011,0.7482993197278913
RIC,HARD,23.0,26.8,0.644999999999996,0.8273381294964028
RIC,HARD,24.0,25.19999999999999,2.992999999999995,0.9160305343511455
RIC,HARD,25.0,23.599999999999994,1.3289999999999935,1.0162601626016263
RIC,HARD,26.0,22.0,2.372,1.1304347826086956
RIC,HARD,27.0,20.39999999999999,2.5999999999999943,1.2616822429906547
OCO,MEDIUM,2.0,106.8,3.3260000000000076,0.01855287569573284
OCO,MEDIUM,3.0,105.2,2.222999999999999,0.02824858757062147
OCO,MEDIUM,4.0,103.6,2.219999999999999,0.03824091778202677
OCO,MEDIUM,5.0,102.0,2.430000000000007,0.04854368932038835
OCO,MEDIUM,6.0,100.4,2.4869999999999948,0.05917159763313609
OCO,MEDIUM,7.0,98.8,1.843999999999994,0.07014028056112225
OCO,MEDIUM,8.0,97.2,1.6260000000000048,0.0814663951120163
OCO,HARD,2.0,92.4,1.9849999999999994,0.021413276231263382
OCO,HARD,3.0,90.8,1.5280000000000058,0.032679738562091505
OCO,HARD,4.0,89.2,1.6020000000000039,0.044345898004434586
OCO,HARD,5.0,87.6,1.7650000000000006,0.05643340857787811
OCO,HARD,6.0,86.0,1.7369999999999948,0.06896551724137931
OCO,HARD,2.0,81.2,1.233000000000004,0.024330900243309
OCO,HARD,3.0,79.6,1.5259999999999962,0.03722084367245658
OCO,HARD,4.0,78.0,1.4599999999999937,0.05063291139240506
OCO,HARD,5.0,76.4,1.3089999999999975,0.06459948320413436
OCO,HARD,6.0,74.8,1.448999999999998,0.079155672823219
OCO,HARD,7.0,73.19999999999999,1.3589999999999947,0.09433962264150945
OCO,HARD,8.0,71.6,1.4050000000000011,0.11019283746556474
OCO,HARD,9.0,70.0,1.4429999999999978,0.1267605633802817
OCO,HARD,10.0,68.4,1.5379999999999967,0.1440922190201729
OCO,HARD,11.0,66.8,1.546999999999997,0.16224188790560473
OCO,HARD,12.0,65.19999999999999,1.7540000000000049,0.18126888217522663
OCO,HARD,13.0,63.6,1.7630000000000052,0.20123839009287928
OCO,HARD,14.0,62.0,1.686000000000007,0.2222222222222222
OCO,HARD,15.0,60.4,1.5670000000000073,0.24429967426710097
OCO,HARD,16.0,58.8,1.5550000000000068,0.26755852842809363
OCO,HARD,17.0,57.2,1.641999999999996,0.29209621993127144
OCO,HARD,18.0,55.6,4.129000000000005,0.31802120141342755
OCO,HARD,19.0,54.0,1.8850000000000051,0.34545454545454546
OCO,HARD,20.0,52.4,3.5859999999999985,0.37453183520599254
OCO,HARD,21.0,50.8,1.480000000000004,0.40540540540540543
OCO,HARD,22.0,49.2,2.272999999999996,0.43824701195219123
OCO,HARD,23.0,47.6,1.3520000000000039,0.4732510288065844
OCO,HARD,24.0,46.0,1.6350000000000051,0.5106382978723404
OCO,HARD,25.0,44.39999999999999,1.808000000000007,0.5506607929515419
OCO,HARD,9.0,39.6,0.242999999999995,0.22167487684729062
OCO,HARD,10.0,38.0,0.0,0.2564102564102564
OCO,HARD,11.0,36.39999999999999,1.6869999999999976,0.2941176470588236
OCO,HARD,12.0,34.8,0.10999999999999943,0.335195530726257
OCO,HARD,13.0,33.19999999999999,0.1950000000000074,0.38011695906432763
OCO,HARD,14.0,31.599999999999994,0.32399999999999807,0.42944785276073627
OCO,HARD,15.0,30.0,0.27899999999999636,0.4838709677419355
OCO,HARD,16.0,28.39999999999999,0.5969999999999942,0.5442176870748301
OCO,HARD,17.0,26.8,0.8010000000000019,0.6115107913669064
OCO,HARD,18.0,25.19999999999999,0.8529999999999944,0.687022900763359
OCO,HARD,19.0,23.599999999999994,0.875,0.772357723577236
OCO,HARD,20.0,22.0,0.9500000000000028,0.8695652173913043
NOR,MEDIUM,2.0,106.8,3.2680000000000007,0.01855287569573284
NOR,MEDIUM,3.0,105.2,2.7409999999999997,0.02824858757062147
NOR,MEDIUM,4.0,103.6,2.6939999999999884,0.03824091778202677
NOR,MEDIUM,5.0,102.0,2.769999999999996,0.04854368932038835
NOR,MEDIUM,6.0,100.4,2.7169999999999987,0.05917159763313609
NOR,MEDIUM,7.0,98.8,2.8289999999999935,0.07014028056112225
NOR,MEDIUM,8.0,97.2,2.714999999999989,0.0814663951120163
NOR,MEDIUM,9.0,95.6,2.8119999999999976,0.09316770186335405
NOR,MEDIUM,10.0,94.0,2.779999999999987,0.10526315789473684
NOR,MEDIUM,11.0,92.4,3.021000000000001,0.1177730192719486
NOR,MEDIUM,12.0,90.8,2.8989999999999867,0.13071895424836602
NOR,MEDIUM,13.0,89.2,3.2379999999999995,0.1441241685144124
NOR,HARD,3.0,84.4,2.021000000000001,0.0351288056206089
NOR,HARD,6.0,79.6,2.4409999999999883,0.07444168734491316
NOR,HARD,7.0,78.0,1.7269999999999897,0.08860759493670886
NOR,HARD,8.0,76.4,1.9919999999999902,0.10335917312661498
NOR,HARD,9.0,74.8,1.833999999999989,0.1187335092348285
NOR,HARD,10.0,73.19999999999999,1.8299999999999983,0.13477088948787064
NOR,HARD,11.0,71.6,1.6469999999999914,0.15151515151515152
NOR,HARD,12.0,70.0,1.7979999999999876,0.16901408450704225
NOR,HARD,13.0,68.4,1.695999999999998,0.18731988472622477
NOR,HARD,14.0,66.8,2.060999999999993,0.20648967551622419
NOR,HARD,15.0,65.19999999999999,1.921999999999997,0.22658610271903326
NOR,HARD,16.0,63.6,1.948999999999998,0.24767801857585142
NOR,HARD,17.0,62.0,2.066999999999993,0.2698412698412698
NOR,HARD,18.0,60.4,1.9329999999999927,0.2931596091205212
NOR,HARD,19.0,58.8,1.6589999999999918,0.3177257525083612
NOR,HARD,20.0,57.2,1.7769999999999868,0.3436426116838488
NOR,HARD,21.0,55.6,1.8539999999999992,0.3710247349823321
NOR,HARD,22.0,54.0,1.5949999999999989,0.4
NOR,HARD,23.0,52.4,1.5309999999999917,0.4307116104868914
NOR,HARD,24.0,50.8,1.7469999999999999,0.46332046332046334
NOR,HARD,25.0,49.2,1.6029999999999944,0.49800796812749
NOR,HARD,26.0,47.6,1.98599999999999,0.5349794238683128
NOR,HARD,3.0,42.8,1.1099999999999994,0.06849315068493152
NOR,HARD,4.0,41.2,0.7369999999999948,0.0947867298578199
NOR,HARD,5.0,39.6,0.6979999999999933,0.12315270935960591
NOR,HARD,6.0,38.0,0.7049999999999983,0.15384615384615385
NOR,HARD,7.0,36.39999999999999,0.055999999999997385,0.18716577540106957
NOR,HARD,8.0,34.8,0.27299999999999613,0.223463687150838
NOR,HARD,9.0,33.19999999999999,0.34499999999999886,0.2631578947368422
NOR,HARD,10.0,31.599999999999994,0.0,0.3067484662576688
NOR,HARD,11.0,30.0,0.23599999999999,0.3548387096774194
NOR,HARD,12.0,28.39999999999999,0.3459999999999894,0.40816326530612257
NOR,HARD,13.0,26.8,0.04399999999999693,0.4676258992805755
NOR,HARD,14.0,25.19999999999999,0.35199999999998965,0.5343511450381682
NOR,HARD,15.0,23.599999999999994,0.19199999999999307,0.6097560975609757
NOR,HARD,16.0,22.0,0.3789999999999907,0.6956521739130435
NOR,HARD,17.0,20.39999999999999,0.5659999999999883,0.7943925233644863
NOR,HARD,18.0,18.8,0.6559999999999917,0.9090909090909091
HAM,SOFT,2.0,106.8,1.6110000000000042,0.01855287569573284
HAM,SOFT,3.0,105.2,0.6259999999999906,0.02824858757062147
HAM,SOFT,4.0,103.6,0.9920000000000044,0.03824091778202677
HAM,SOFT,5.0,102.0,1.1119999999999948,0.04854368932038835
HAM,SOFT,6.0,100.4,0.7210000000000036,0.05917159763313609
HAM,HARD,2.0,95.6,0.1110000000000042,0.020703933747412008
HAM,HARD,3.0,94.0,1.850999999999999,0.031578947368421054
HAM,HARD,4.0,92.4,0.0,0.042826552462526764
HAM,HARD,5.0,90.8,0.5969999999999942,0.054466230936819175
HAM,HARD,6.0,89.2,0.8019999999999925,0.06651884700665188
HAM,HARD,7.0,87.6,0.2680000000000007,0.07900677200902935
HAM,HARD,8.0,86.0,1.6970000000000027,0.09195402298850575
SAI,MEDIUM,2.0,106.8,2.5689999999999884,0.01855287569573284
SAI,MEDIUM,3.0,105.2,2.9749999999999943,0.02824858757062147
SAI,MEDIUM,4.0,103.6,2.402000000000001,0.03824091778202677
SAI,MEDIUM,5.0,102.0,2.597999999999999,0.04854368932038835
SAI,MEDIUM,6.0,100.4,2.540999999999997,0.05917159763313609
SAI,MEDIUM,7.0,98.8,2.4029999999999916,0.07014028056112225
SAI,MEDIUM,8.0,97.2,2.2719999999999914,0.0814663951120163
SAI,MEDIUM,9.0,95.6,1.9939999999999998,0.09316770186335405
SAI,MEDIUM,10.0,94.0,1.6839999999999975,0.10526315789473684
SAI,MEDIUM,11.0,92.4,1.9069999999999965,0.1177730192719486
SAI,MEDIUM,12.0,90.8,2.1439999999999912,0.13071895424836602
SAI,MEDIUM,13.0,89.2,2.1739999999999924,0.1441241685144124
SAI,MEDIUM,14.0,87.6,2.455999999999989,0.1580135440180587
SAI,MEDIUM,15.0,86.0,2.5889999999999986,0.1724137931034483
SAI,HARD,3.0,79.6,1.7800000000000011,0.03722084367245658
SAI,HARD,4.0,78.0,1.570999999999998,0.05063291139240506
SAI,HARD,5.0,76.4,1.8999999999999915,0.06459948320413436
SAI,HARD,6.0,74.8,1.4399999999999977,0.079155672823219
SAI,HARD,7.0,73.19999999999999,1.5,0.09433962264150945
SAI,HARD,8.0,71.6,1.4269999999999925,0.11019283746556474
SAI,HARD,9.0,70.0,1.211999999999989,0.1267605633802817
SAI,HARD,10.0,68.4,1.046999999999997,0.1440922190201729
