Driver,Compound,TyreLife,FuelLoad,LapTimeSeconds
OCO,HARD,17.0,66.8,98.549
OCO,HARD,18.0,65.19999999999999,98.372
OCO,HARD,19.0,63.6,98.556
OCO,HARD,20.0,62.0,101.21
OCO,HARD,2.0,58.8,96.887
OCO,HARD,3.0,57.2,96.704
OCO,HARD,4.0,55.6,96.226
OCO,HARD,5.0,54.0,96.354
OCO,HARD,6.0,52.4,97.229
OCO,HARD,7.0,50.8,96.58
OCO,HARD,8.0,49.2,96.814
OCO,HARD,9.0,47.6,96.552
OCO,HARD,10.0,46.0,96.608
OCO,HARD,11.0,44.39999999999999,96.621
OCO,HARD,12.0,42.8,96.592
OCO,HARD,13.0,41.2,96.679
OCO,HARD,14.0,39.6,96.649
OCO,HARD,15.0,38.0,98.049
OCO,HARD,16.0,36.39999999999999,96.975
OCO,HARD,17.0,34.8,96.656
OCO,HARD,18.0,33.19999999999999,97.117
OCO,HARD,19.0,31.599999999999994,97.726
OCO,HARD,20.0,30.0,97.784
OCO,HARD,21.0,28.39999999999999,97.091
OCO,HARD,22.0,26.8,98.631
OCO,HARD,23.0,25.19999999999999,97.145
OCO,HARD,24.0,23.599999999999994,98.707
OCO,HARD,25.0,22.0,97.393
OCO,HARD,26.0,20.39999999999999,97.415
GAS,SOFT,2.0,106.8,99.059
GAS,SOFT,3.0,105.2,98.744
GAS,SOFT,4.0,103.6,98.503
GAS,SOFT,5.0,102.0,98.664
GAS,SOFT,6.0,100.4,99.099
GAS,SOFT,7.0,98.8,99.078
GAS,SOFT,8.0,97.2,99.287
GAS,SOFT,9.0,95.6,99.452
GAS,SOFT,10.0,94.0,98.929
GAS,SOFT,11.0,92.4,98.656
GAS,SOFT,12.0,90.8,101.456
GAS,HARD,2.0,87.6,97.689
GAS,HARD,3.0,86.0,97.492
GAS,HARD,4.0,84.4,97.521
GAS,HARD,5.0,82.8,97.949
GAS,HARD,6.0,81.2,97.791
GAS,HARD,7.0,79.6,97.702
GAS,HARD,8.0,78.0,98.036
GAS,HARD,9.0,76.4,98.094
GAS,HARD,10.0,74.8,97.868
GAS,HARD,11.0,73.19999999999999,98.104
GAS,HARD,12.0,71.6,98.192
GAS,HARD,13.0,70.0,98.16
GAS,HARD,14.0,68.4,98.379
GAS,HARD,15.0,66.8,98.4
GAS,HARD,16.0,65.19999999999999,98.615
GAS,HARD,17.0,63.6,98.55
GAS,HARD,18.0,62.0,98.832
GAS,HARD,19.0,60.4,100.432
GAS,HARD,2.0,57.2,96.112
GAS,HARD,3.0,55.6,96.622
GAS,HARD,4.0,54.0,96.313
GAS,HARD,5.0,52.4,96.45
GAS,HARD,6.0,50.8,96.629
GAS,HARD,7.0,49.2,96.802
GAS,HARD,8.0,47.6,96.537
GAS,HARD,9.0,46.0,96.742
GAS,HARD,10.0,44.39999999999999,96.571
GAS,HARD,11.0,42.8,96.631
GAS,HARD,12.0,41.2,99.291
GAS,SOFT,2.0,38.0,94.805
GAS,SOFT,3.0,36.39999999999999,95.293
GAS,SOFT,4.0,34.8,95.341
GAS,SOFT,5.0,33.19999999999999,95.411
GAS,SOFT,6.0,31.599999999999994,95.511
GAS,SOFT,7.0,30.0,95.228
GAS,SOFT,8.0,28.39999999999999,95.334
GAS,SOFT,9.0,26.8,95.511
GAS,SOFT,10.0,25.19999999999999,95.389
GAS,SOFT,11.0,23.599999999999994,95.853
GAS,SOFT,12.0,22.0,95.908
GAS,SOFT,13.0,20.39999999999999,96.086
BOT,SOFT,2.0,106.8,98.259
BOT,SOFT,3.0,105.2,98.837
BOT,SOFT,4.0,103.6,98.643
BOT,SOFT,5.0,102.0,100.087
BOT,SOFT,6.0,100.4,99.206
BOT,SOFT,7.0,98.8,98.654
BOT,SOFT,8.0,97.2,98.968
BOT,SOFT,9.0,95.6,99.425
BOT,SOFT,10.0,94.0,99.112
BOT,SOFT,11.0,92.4,99.187
BOT,SOFT,12.0,90.8,103.145
BOT,HARD,2.0,87.6,96.454
BOT,HARD,3.0,86.0,97.287
BOT,HARD,4.0,84.4,97.718
BOT,HARD,5.0,82.8,97.765
BOT,HARD,6.0,81.2,97.918
BOT,HARD,7.0,79.6,97.662
BOT,HARD,8.0,78.0,98.285
BOT,HARD,9.0,76.4,97.73
BOT,HARD,10.0,74.8,97.998
BOT,HARD,11.0,73.19999999999999,98.18
BOT,HARD,12.0,71.6,98.146
BOT,HARD,13.0,70.0,98.262
BOT,HARD,14.0,68.4,98.308
BOT,HARD,15.0,66.8,98.426
BOT,HARD,16.0,65.19999999999999,98.595
BOT,HARD,17.0,63.6,98.654
BOT,HARD,18.0,62.0,101.252
BOT,HARD,2.0,58.8,96.763
BOT,HARD,3.0,57.2,96.202
BOT,HARD,4.0,55.6,98.009
BOT,HARD,5.0,54.0,96.578
BOT,HARD,6.0,52.4,96.792
BOT,HARD,7.0,50.8,98.008
BOT,HARD,8.0,49.2,97.774
BOT,HARD,9.0,47.6,97.189
BOT,HARD,10.0,46.0,97.393
BOT,HARD,11.0,44.39999999999999,96.437
BOT,HARD,12.0,42.8,96.374
BOT,HARD,13.0,41.2,96.569
BOT,HARD,14.0,39.6,96.63
BOT,HARD,15.0,38.0,96.663
BOT,HARD,16.0,36.39999999999999,96.297
BOT,HARD,17.0,34.8,96.604
BOT,HARD,18.0,33.19999999999999,96.765
BOT,HARD,19.0,31.599999999999994,96.91
BOT,HARD,20.0,30.0,96.91
BOT,HARD,21.0,28.39999999999999,96.819
BOT,HARD,22.0,26.8,96.949
BOT,HARD,23.0,25.19999999999999,99.035
BOT,HARD,24.0,23.599999999999994,97.095
BOT,HARD,25.0,22.0,97.205
BOT,HARD,26.0,20.39999999999999,97.956
SAR,SOFT,1.0,108.4,105.921
SAR,SOFT,2.0,106.8,98.481
SAR,SOFT,3.0,105.2,98.707
SAR,SOFT,4.0,103.6,98.39
SAR,SOFT,5.0,102.0,98.757
SAR,SOFT,6.0,100.4,98.582
SAR,SOFT,7.0,98.8,99.464
SAR,SOFT,8.0,97.2,99.58
SAR,SOFT,9.0,95.6,99.366
SAR,HARD,2.0,90.8,98.493
SAR,HARD,3.0,89.2,100.989
SAR,HARD,4.0,87.6,101.47
SAR,HARD,5.0,86.0,97.594
SAR,HARD,6.0,84.4,101.37
SAR,HARD,7.0,82.8,99.758
SAR,HARD,8.0,81.2,98.077
SAR,HARD,9.0,79.6,97.742
SAR,HARD,10.0,78.0,97.82
SAR,HARD,11.0,76.4,98.009
SAR,HARD,12.0,74.8,97.728
SAR,HARD,13.0,73.19999999999999,97.621
SAR,HARD,14.0,71.6,99.437
SAR,HARD,15.0,70.0,99.093
SAR,HARD,16.0,68.4,97.859
SAR,HARD,17.0,66.8,98.288
SAR,HARD,18.0,65.19999999999999,100.535
SAR,HARD,2.0,62.0,95.715
SAR,HARD,3.0,60.4,96.713
SAR,HARD,4.0,58.8,96.563
SAR,HARD,5.0,57.2,97.433
SAR,HARD,6.0,55.6,96.475
SAR,HARD,7.0,54.0,96.859
SAR,HARD,8.0,52.4,96.462
SAR,HARD,9.0,50.8,96.785
SAR,HARD,10.0,49.2,96.732
SAR,HARD,11.0,47.6,97.016
SAR,HARD,12.0,46.0,99.817
SAR,SOFT,2.0,42.8,94.735
SAR,SOFT,3.0,41.2,95.001
SAR,SOFT,4.0,39.6,95.13
SAR,SOFT,5.0,38.0,95.333
SAR,SOFT,6.0,36.39999999999999,95.939
SAR,SOFT,7.0,34.8,96.729
SAR,SOFT,8.0,33.19999999999999,95.688
SAR,SOFT,9.0,31.599999999999994,95.59
SAR,SOFT,10.0,30.0,95.66
SAR,SOFT,11.0,28.39999999999999,95.972
SAR,SOFT,12.0,26.8,95.987
SAR,SOFT,13.0,25.19999999999999,96.088
SAR,SOFT,14.0,23.599999999999994,99.614
SAR,SOFT,15.0,22.0,96.209
